148319,148303,16
94801,94794,7
105178,105178,0
115567,115115,452
116155,116155,0
107312,107312,0
105497,105168,329
109103,108976,127
110005,109970,35
108609,108609,0
105110,104826,284
109642,109642,0
109031,108995,36
104085,104003,82
110976,110976,0
124341,123216,1125
108371,108371,0
98093,97975,118
107544,107544,0
113906,113906,0
140443,140392,51
128375,128358,17
147403,147403,0
151948,151940,8
106364,106348,16
106604,106583,21
108731,108707,24
115406,115406,0
105325,105079,246
105537,105537,0
101014,101014,0
106675,106628,47
117254,117254,0
106650,106650,0
103176,103131,45
105574,105550,24
109934,109861,73
108502,108434,68
109698,109585,113
105980,105980,0
108565,108323,242
109158,109158,0
110488,110477,11
108363,108190,173
105775,105775,0
109100,109100,0
104157,104138,19
110624,110589,35
106484,106484,0
114121,114098,23
113084,113084,0
108310,108207,103
105713,105713,0
96714,96714,0
106152,106152,0
104146,103973,173
113570,113570,0
100558,100538,20
100686,100686,0
102962,102956,6
104300,104294,6
111444,111444,0
105467,105265,202
99734,99734,0
107570,107558,12
109169,109146,23
108176,108158,18
107603,106791,812
103920,103920,0
100978,100925,53
110857,110271,586
101690,101690,0
94287,94287,0
110840,110840,0
103770,103764,6
115569,115569,0
114509,114456,53
111741,111148,593
104693,104693,0
104825,104825,0
103838,103266,572
108131,108131,0
101511,101511,0
107453,107453,0
101276,101247,29
108730,108048,682
104416,104416,0
101368,101363,5
105592,105567,25
107560,107560,0
107646,107646,0
103122,103122,0
106279,106236,43
113717,112776,941
97164,97164,0
106707,106692,15
105774,105761,13
104401,104340,61
102749,102612,137
105908,105908,0
114424,114424,0
